idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
264,0.0,8.7,87,880.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
266,5.0,8.8,88,885.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
267,10.0,8.8,88,890.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
269,5.0,8.9,89,895.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
270,0.0,8.9,89,900.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
272,5.0,9.0,90,905.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
273,10.0,9.0,90,910.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
275,5.0,9.1,91,915.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
276,0.0,9.1,91,920.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
278,5.0,9.2,92,925.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
279,10.0,9.2,92,930.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
281,5.0,9.3,93,935.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
282,0.0,9.3,93,940.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
284,5.0,9.4,94,945.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
285,10.0,9.4,94,950.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
287,5.0,9.5,95,955.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
288,0.0,9.5,95,960.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
290,5.0,9.6,96,965.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
291,10.0,9.6,96,970.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
293,5.0,9.7,97,975.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
294,0.0,9.7,97,980.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
296,5.0,9.8,98,985.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
297,10.0,9.8,98,990.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
299,5.0,9.9,99,995.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
300,0.0,9.9,99,1000.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
